CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
16869,22,5,797.3199999999999,3,3,3,333,Loyal Customer
16871,22,7,2761.4900000000002,3,4,4,344,Loyal Customer
16872,77,3,680.02,2,3,3,233,Loyal Customer
16873,4,10,7066.31,4,4,4,444,Champion
16875,64,9,2023.47,2,4,4,244,Loyal Customer
16877,12,6,846.62,4,4,3,443,Loyal Customer
16878,24,2,0.0,3,2,1,321,Potential Loyalist
16880,30,7,1491.43,3,4,3,343,Loyal Customer
16881,66,1,432.0,2,1,2,212,Others
16882,66,3,705.12,2,3,3,233,Loyal Customer
16883,187,2,272.48,1,2,1,121,Potential Loyalist
16884,37,2,429.84000000000003,3,2,2,322,Potential Loyalist
16885,15,3,450.41,4,3,2,432,Others
16887,35,1,192.32999999999998,3,1,1,311,Others
16889,194,3,1578.67,1,3,3,133,Loyal Customer
16891,1,5,742.43,4,3,3,433,Loyal Customer
16892,1,7,489.49,4,4,2,442,Others
16893,366,1,145.93,1,1,1,111,Lost Customer
16895,64,1,202.27,2,1,1,211,Others
16897,299,3,213.03,1,3,1,131,Potential Loyalist
16898,26,4,436.68,3,3,2,332,Potential Loyalist
16899,7,6,1271.06,4,4,3,443,Loyal Customer
16900,11,5,187.6900000000001,4,3,1,431,Others
16902,116,1,1706.88,2,1,4,214,Others
16903,29,1,363.2,3,1,2,312,Others
16904,4,16,3653.75,4,4,4,444,Champion
16905,5,8,3020.65,4,4,4,444,Champion
16906,81,4,559.59,2,3,2,232,Potential Loyalist
16907,29,5,928.76,3,3,3,333,Loyal Customer
16909,64,2,364.14,2,2,2,222,Potential Loyalist
16910,4,8,1508.96,4,4,3,443,Loyal Customer
16912,23,14,2508.87,3,4,4,344,Loyal Customer
16913,290,1,113.44,1,1,1,111,Lost Customer
16914,36,1,183.76,3,1,1,311,Others
16915,9,6,621.6800000000001,4,4,2,442,Others
16916,23,2,562.41,3,2,2,322,Potential Loyalist
16917,276,1,391.52,1,1,2,112,Others
16918,49,7,1043.34,3,4,3,343,Loyal Customer
16919,156,11,2592.25,1,4,4,144,Loyal Customer
16921,61,1,154.18,2,1,1,211,Others
16923,12,26,6488.3,4,4,4,444,Champion
16924,21,4,722.64,3,3,3,333,Loyal Customer
16926,371,1,230.25,1,1,1,111,Lost Customer
16927,115,3,543.05,2,3,2,232,Potential Loyalist
16928,80,19,2748.6,2,4,4,244,Loyal Customer
16929,3,7,1295.39,4,4,3,443,Loyal Customer
16930,26,3,378.89,3,3,2,332,Potential Loyalist
16931,5,21,4554.87,4,4,4,444,Champion
16932,53,1,150.23000000000002,2,1,1,211,Others
16933,1,5,530.08,4,3,2,432,Others
16934,54,2,931.03,2,2,3,223,Potential Loyalist
16936,25,1,261.9,3,1,1,311,Others
16938,8,5,1878.43,4,3,4,434,Loyal Customer
16940,52,3,3049.88,2,3,4,234,Loyal Customer
16942,12,10,1878.51,4,4,4,444,Champion
16943,211,3,816.73,1,3,3,133,Loyal Customer
16945,21,19,4345.5,3,4,4,344,Loyal Customer
16947,235,1,406.48,1,1,2,112,Others
16948,138,3,435.02,2,3,2,232,Potential Loyalist
16949,3,7,1161.27,4,4,3,443,Loyal Customer
16950,56,3,1178.56,2,3,3,233,Loyal Customer
16951,123,4,1262.75,2,3,3,233,Loyal Customer
16952,109,2,167.61,2,2,1,221,Potential Loyalist
16953,30,1,20.8,3,1,1,311,Others
16954,0,9,2085.08,4,4,4,444,Champion
16955,184,5,493.67,1,3,2,132,Potential Loyalist
16956,9,2,292.34,4,2,2,422,Others
16957,239,2,416.64,1,2,2,122,Potential Loyalist
16959,87,1,117.35000000000001,2,1,1,211,Others
16960,38,3,507.05,3,3,2,332,Potential Loyalist
16961,116,1,234.17,2,1,1,211,Others
16963,187,1,110.55000000000001,1,1,1,111,Lost Customer
16965,226,1,201.19,1,1,1,111,Lost Customer
16966,8,10,2148.47,4,4,4,444,Champion
16967,189,1,319.02,1,1,2,112,Others
16968,4,2,439.43,4,2,2,422,Others
16969,39,3,650.41,3,3,3,333,Loyal Customer
16971,2,2,232.20999999999998,4,2,1,421,Others
16976,267,1,251.51999999999998,1,1,1,111,Lost Customer
16978,77,1,344.33,2,1,2,212,Others
16979,3,8,1809.05,4,4,4,444,Champion
16980,255,2,1028.46,1,2,3,123,At Risk
16982,60,1,384.06,2,1,2,212,Others
16983,12,8,1894.82,4,4,4,444,Champion
16984,78,5,4370.59,2,3,4,234,Loyal Customer
16985,17,11,5461.62,3,4,4,344,Loyal Customer
16986,29,2,1873.2,3,2,4,324,Potential Loyalist
16987,3,7,1616.8,4,4,4,444,Champion
16988,5,1,126.12,4,1,1,411,Others
16989,7,6,1133.25,4,4,3,443,Loyal Customer
16990,218,1,179.0,1,1,1,111,Lost Customer
16992,10,6,1601.8600000000001,4,4,3,443,Loyal Customer
16995,372,1,-1.25,1,1,1,111,Lost Customer
16996,30,9,1427.46,3,4,3,343,Loyal Customer
16997,288,3,702.0,1,3,3,133,Loyal Customer
16998,149,6,287.02000000000004,1,4,1,141,Potential Loyalist
16999,23,2,484.82,3,2,2,322,Potential Loyalist
17001,0,11,3989.57,4,4,4,444,Champion
17002,73,4,1487.78,2,3,3,233,Loyal Customer
17004,46,2,1312.1399999999999,3,2,3,323,Potential Loyalist
17006,4,4,781.78,4,3,3,433,Loyal Customer
17007,50,7,877.4300000000001,3,4,3,343,Loyal Customer
17010,16,2,185.46,4,2,1,421,Others
17011,30,1,270.9,3,1,1,311,Others
17014,8,4,562.6800000000001,4,3,2,432,Others
17015,28,3,1838.6100000000001,3,3,4,334,Loyal Customer
17017,2,27,8574.11,4,4,4,444,Champion
17018,40,2,920.1,3,2,3,323,Potential Loyalist
17019,11,4,1258.08,4,3,3,433,Loyal Customer
17022,31,1,71.0,3,1,1,311,Others
17024,45,3,95.85,3,3,1,331,Potential Loyalist
17025,60,3,357.77,2,3,2,232,Potential Loyalist
17026,185,2,154.82999999999998,1,2,1,121,Potential Loyalist
17027,78,7,835.86,2,4,3,243,Loyal Customer
17029,110,2,716.0,2,2,3,223,Potential Loyalist
17030,63,1,146.87,2,1,1,211,Others
17031,11,2,380.35,4,2,2,422,Others
17033,86,3,1030.14,2,3,3,233,Loyal Customer
17034,16,4,734.5699999999999,4,3,3,433,Loyal Customer
17035,245,3,388.33,1,3,2,132,Potential Loyalist
17037,78,2,1253.22,2,2,3,223,Potential Loyalist
17038,30,1,112.4,3,1,1,311,Others
17040,137,1,449.73,2,1,2,212,Others
17041,26,4,1055.69,3,3,3,333,Loyal Customer
17042,2,5,1036.58,4,3,3,433,Loyal Customer
17043,32,4,1735.18,3,3,4,334,Loyal Customer
17044,8,3,897.4300000000001,4,3,3,433,Loyal Customer
17045,113,3,339.44,2,3,2,232,Potential Loyalist
17046,157,1,642.02,1,1,2,112,Others
17047,85,3,1100.9,2,3,3,233,Loyal Customer
17048,115,6,864.32,2,4,3,243,Loyal Customer
17049,2,11,5589.83,4,4,4,444,Champion
17050,96,6,3185.64,2,4,4,244,Loyal Customer
17051,194,1,240.89000000000001,1,1,1,111,Lost Customer
17052,28,1,399.09,3,1,2,312,Others
17053,128,2,496.38,2,2,2,222,Potential Loyalist
17054,28,6,1353.83,3,4,3,343,Loyal Customer
17058,81,3,1179.89,2,3,3,233,Loyal Customer
17059,29,5,3080.39,3,3,4,334,Loyal Customer
17060,266,1,234.24,1,1,1,111,Lost Customer
17061,73,12,5116.13,2,4,4,244,Loyal Customer
17062,313,5,529.4300000000001,1,3,2,132,Potential Loyalist
17063,8,11,1421.59,4,4,3,443,Loyal Customer
17064,58,3,855.45,2,3,3,233,Loyal Customer
17065,143,1,-112.35,2,1,1,211,Others
17068,12,22,4531.34,4,4,4,444,Champion
17069,28,13,2655.2200000000003,3,4,4,344,Loyal Customer
17070,114,1,304.24,2,1,2,212,Others
17071,8,14,2385.48,4,4,4,444,Champion
17073,17,4,1446.09,3,3,3,333,Loyal Customer
17075,17,5,813.77,3,3,3,333,Loyal Customer
17076,36,3,841.0799999999999,3,3,3,333,Loyal Customer
17078,36,2,378.2,3,2,2,322,Potential Loyalist
17079,78,1,118.80000000000001,2,1,1,211,Others
17080,22,3,285.5,3,3,1,331,Potential Loyalist
17081,25,2,288.91,3,2,1,321,Potential Loyalist
17082,33,2,2003.85,3,2,4,324,Potential Loyalist
17083,109,3,1405.78,2,3,3,233,Loyal Customer
17084,35,2,2747.9900000000002,3,2,4,324,Potential Loyalist
17085,123,6,1550.8,2,4,3,243,Loyal Customer
17086,7,6,2050.08,4,4,4,444,Champion
17088,28,4,1991.01,3,3,4,334,Loyal Customer
17090,4,8,1972.55,4,4,4,444,Champion
17091,2,10,3802.81,4,4,4,444,Champion
17092,50,4,1774.03,3,3,4,334,Loyal Customer
17094,318,2,270.20000000000005,1,2,1,121,Potential Loyalist
17095,22,6,1088.2,3,4,3,343,Loyal Customer
17096,9,7,992.6800000000001,4,4,3,443,Loyal Customer
17097,2,9,937.92,4,4,3,443,Loyal Customer
17100,18,2,971.74,3,2,3,323,Potential Loyalist
17101,10,4,1621.73,4,3,4,434,Loyal Customer
17102,261,1,25.5,1,1,1,111,Lost Customer
17105,159,2,665.78,1,2,3,123,At Risk
17107,32,7,10362.48,3,4,4,344,Loyal Customer
17109,29,8,865.9300000000001,3,4,3,343,Loyal Customer
17110,165,1,163.29999999999998,1,1,1,111,Lost Customer
17111,47,1,231.61,3,1,1,311,Others
17114,5,10,739.72,4,4,3,443,Loyal Customer
17115,8,5,806.9000000000001,4,3,3,433,Loyal Customer
17117,288,1,116.19999999999999,1,1,1,111,Lost Customer
17118,317,1,157.02,1,1,1,111,Lost Customer
17119,3,3,593.61,4,3,2,432,Others
17120,233,1,307.46,1,1,2,112,Others
17122,119,1,138.32,2,1,1,211,Others
17123,161,1,345.29999999999995,1,1,2,112,Others
17124,185,1,294.24,1,1,2,112,Others
17125,50,1,230.5,3,1,1,311,Others
17126,152,7,976.55,1,4,3,143,Loyal Customer
17128,334,1,157.09,1,1,1,111,Lost Customer
17131,5,5,2463.17,4,3,4,434,Loyal Customer
17133,15,7,4892.240000000001,4,4,4,444,Champion
17134,106,2,413.2,2,2,2,222,Potential Loyalist
17135,16,7,1139.73,4,4,3,443,Loyal Customer
17138,275,1,380.5,1,1,2,112,Others
17139,15,15,10567.87,4,4,4,444,Champion
17140,247,1,454.12,1,1,2,112,Others
17142,239,1,579.0,1,1,2,112,Others
17144,1,2,984.57,4,2,3,423,Others
17146,105,3,749.78,2,3,3,233,Loyal Customer
17147,22,6,1679.64,3,4,4,344,Loyal Customer
17148,51,1,124.88,2,1,1,211,Others
17152,194,4,1503.5,1,3,3,133,Loyal Customer
17153,24,1,213.78,3,1,1,311,Others
17154,75,1,329.34,2,1,2,212,Others
17155,17,2,251.70000000000002,3,2,1,321,Potential Loyalist
17157,7,3,306.55,4,3,2,432,Others
17158,32,3,1266.97,3,3,3,333,Loyal Customer
17159,21,4,1534.73,3,3,3,333,Loyal Customer
17160,31,6,3518.03,3,4,4,344,Loyal Customer
17162,28,11,1707.21,3,4,4,344,Loyal Customer
17163,21,2,293.1,3,2,2,322,Potential Loyalist
17164,32,8,2466.4,3,4,4,344,Loyal Customer
17165,284,1,158.68,1,1,1,111,Lost Customer
17166,38,3,189.49,3,3,1,331,Potential Loyalist
17169,50,4,816.88,3,3,3,333,Loyal Customer
17171,289,1,224.91,1,1,1,111,Lost Customer
17172,74,2,313.26,2,2,2,222,Potential Loyalist
17173,5,9,3755.65,4,4,4,444,Champion
17174,217,1,59.9,1,1,1,111,Lost Customer
17175,44,5,1430.94,3,3,3,333,Loyal Customer
17176,201,1,306.13,1,1,2,112,Others
17179,178,3,711.79,1,3,3,133,Loyal Customer
17180,56,6,768.32,2,4,3,243,Loyal Customer
17181,57,2,239.92000000000002,2,2,1,221,Potential Loyalist
17183,7,8,3286.9100000000003,4,4,4,444,Champion
17186,46,2,144.0,3,2,1,321,Potential Loyalist
17187,226,1,203.95,1,1,1,111,Lost Customer
17188,11,9,2275.58,4,4,4,444,Champion
17189,106,2,383.75,2,2,2,222,Potential Loyalist
17190,58,3,249.74,2,3,1,231,Potential Loyalist
17191,28,7,2093.68,3,4,4,344,Loyal Customer
17193,35,9,1674.46,3,4,4,344,Loyal Customer
17194,273,2,262.62,1,2,1,121,Potential Loyalist
17197,29,1,1013.01,3,1,3,313,Others
17198,23,3,692.22,3,3,3,333,Loyal Customer
17201,53,1,289.78,2,1,1,211,Others
17203,35,6,3560.08,3,4,4,344,Loyal Customer
17204,169,9,1352.91,1,4,3,143,Loyal Customer
17205,53,1,384.08,2,1,2,212,Others
17206,53,1,204.24,2,1,1,211,Others
17211,26,9,2299.67,3,4,4,344,Loyal Customer
17212,253,1,226.85,1,1,1,111,Lost Customer
17213,40,11,2741.08,3,4,4,344,Loyal Customer
17214,60,7,974.12,2,4,3,243,Loyal Customer
17217,234,1,113.5,1,1,1,111,Lost Customer
17218,4,10,1951.97,4,4,4,444,Champion
17219,31,1,114.23,3,1,1,311,Others
17220,24,14,3187.55,3,4,4,344,Loyal Customer
17221,7,2,334.48,4,2,2,422,Others
17222,65,1,328.65,2,1,2,212,Others
17223,310,2,416.89,1,2,2,122,Potential Loyalist
17226,308,1,393.49,1,1,2,112,Others
17227,18,6,939.32,3,4,3,343,Loyal Customer
17228,15,8,1906.09,4,4,4,444,Champion
17229,96,2,318.76,2,2,2,222,Potential Loyalist
17230,264,11,3466.67,1,4,4,144,Loyal Customer
17231,12,14,3078.22,4,4,4,444,Champion
17232,2,2,417.77,4,2,2,422,Others
17233,35,1,190.88,3,1,1,311,Others
17234,182,1,149.89000000000001,1,1,1,111,Lost Customer
17235,25,2,550.06,3,2,2,322,Potential Loyalist
17236,12,6,916.13,4,4,3,443,Loyal Customer
17237,11,2,314.69,4,2,2,422,Others
17238,2,17,3719.1,4,4,4,444,Champion
17239,312,2,379.95,1,2,2,122,Potential Loyalist
17242,108,2,1135.04,2,2,3,223,Potential Loyalist
17243,1,30,8491.75,4,4,4,444,Champion
17244,53,1,954.9,2,1,3,213,Others
17245,204,1,171.45,1,1,1,111,Lost Customer
17247,15,1,280.09000000000003,4,1,1,411,Others
17248,120,1,318.65,2,1,2,212,Others
17250,3,2,381.97,4,2,2,422,Others
17251,362,1,269.83,1,1,1,111,Lost Customer
17252,116,2,348.91,2,2,2,222,Potential Loyalist
17253,18,1,178.26,3,1,1,311,Others
17254,4,2,271.19,4,2,1,421,Others
17255,40,2,291.48,3,2,1,321,Potential Loyalist
17256,107,2,240.0,2,2,1,221,Potential Loyalist
17259,148,2,581.23,1,2,2,122,Potential Loyalist
17262,52,5,1253.3600000000001,2,3,3,233,Loyal Customer
17263,208,1,63.440000000000005,1,1,1,111,Lost Customer
17265,138,2,550.01,2,2,2,222,Potential Loyalist
17266,2,3,296.58,4,3,2,432,Others
17267,127,2,317.2,2,2,2,222,Potential Loyalist
17268,107,4,763.64,2,3,3,233,Loyal Customer
17272,42,5,2144.53,3,3,4,334,Loyal Customer
17274,35,1,107.82,3,1,1,311,Others
17277,227,2,1065.3500000000001,1,2,3,123,At Risk
17278,241,1,246.04,1,1,1,111,Lost Customer
17279,57,1,187.82999999999998,2,1,1,211,Others
17282,130,3,1685.46,2,3,4,234,Loyal Customer
17284,60,7,1636.58,2,4,4,244,Loyal Customer
17286,21,1,151.37,3,1,1,311,Others
17287,26,7,1049.06,3,4,3,343,Loyal Customer
17288,9,7,1417.63,4,4,3,443,Loyal Customer
17289,31,4,922.77,3,3,3,333,Loyal Customer
17290,3,2,513.01,4,2,2,422,Others
17291,308,1,550.8000000000001,1,1,2,112,Others
17293,8,9,1854.06,4,4,4,444,Champion
17295,28,3,547.0,3,3,2,332,Potential Loyalist
17297,17,1,128.18,3,1,1,311,Others
17298,101,2,498.42,2,2,2,222,Potential Loyalist
17299,11,4,656.61,4,3,3,433,Loyal Customer
17301,21,1,163.24,3,1,1,311,Others
17302,14,6,1119.93,4,4,3,443,Loyal Customer
17303,361,1,250.04,1,1,1,111,Lost Customer
17306,10,21,8600.73,4,4,4,444,Champion
17307,365,1,-152.64000000000001,1,2,1,121,Potential Loyalist
17309,95,1,82.75,2,2,1,221,Potential Loyalist
17311,78,2,1384.85,2,2,3,223,Potential Loyalist
17312,138,3,644.3,2,3,3,233,Loyal Customer
17313,17,2,2288.13,3,2,4,324,Potential Loyalist
17314,24,11,2514.76,3,4,4,344,Loyal Customer
17315,0,43,6193.43,4,4,4,444,Champion
17317,46,5,2524.02,3,3,4,334,Loyal Customer
17320,100,3,1200.6200000000001,2,3,3,233,Loyal Customer
17321,8,2,657.16,4,2,3,423,Others
17323,15,9,894.44,4,4,3,443,Loyal Customer
17324,17,4,986.48,3,3,3,333,Loyal Customer
17325,280,1,96.8,1,2,1,121,Potential Loyalist
17329,14,2,523.11,4,2,2,422,Others
17330,22,2,363.9,3,2,2,322,Potential Loyalist
17331,123,1,175.2,2,2,1,221,Potential Loyalist
17333,85,1,494.25,2,2,2,222,Potential Loyalist
17334,301,3,306.6,1,3,2,132,Potential Loyalist
17337,151,7,1897.51,1,4,4,144,Loyal Customer
17338,17,10,6461.79,3,4,4,344,Loyal Customer
17339,94,2,243.36,2,2,1,221,Potential Loyalist
17340,9,16,11891.18,4,4,4,444,Champion
17341,156,3,682.29,1,3,3,133,Loyal Customer
17343,355,1,193.64,1,2,1,121,Potential Loyalist
17344,46,1,157.62,3,2,1,321,Potential Loyalist
17345,15,4,519.6899999999999,4,3,2,432,Others
17346,3,16,2557.9,4,4,4,444,Champion
17347,86,1,228.96,2,2,1,221,Potential Loyalist
17348,14,5,1156.6,4,3,3,433,Loyal Customer
17349,179,1,98.25,1,2,1,121,Potential Loyalist
17350,8,5,1251.44,4,3,3,433,Loyal Customer
17351,36,3,587.15,3,3,2,332,Potential Loyalist
17353,129,2,1740.0,2,2,4,224,Potential Loyalist
17354,50,1,1393.06,3,2,3,323,Potential Loyalist
17356,311,1,178.22,1,2,1,121,Potential Loyalist
17357,24,2,384.39,3,2,2,322,Potential Loyalist
17358,303,2,360.81,1,2,2,122,Potential Loyalist
17359,11,1,127.86,4,2,1,421,Others
17360,17,3,568.24,3,3,2,332,Potential Loyalist
17361,49,3,488.2,3,3,2,332,Potential Loyalist
17362,239,2,312.23,1,2,2,122,Potential Loyalist
17364,0,12,4437.23,4,4,4,444,Champion
17365,12,8,4767.36,4,4,4,444,Champion
17367,238,1,167.55,1,2,1,121,Potential Loyalist
17368,23,9,1315.72,3,4,3,343,Loyal Customer
17370,72,4,446.18,2,3,2,232,Potential Loyalist
17371,17,3,418.4,3,3,2,332,Potential Loyalist
17372,40,8,1337.18,3,4,3,343,Loyal Customer
17373,40,4,646.92,3,3,3,333,Loyal Customer
17374,218,2,495.77,1,2,2,122,Potential Loyalist
17375,190,4,372.5,1,3,2,132,Potential Loyalist
17376,70,2,203.2,2,2,1,221,Potential Loyalist
17377,23,21,3883.32,3,4,4,344,Loyal Customer
17379,11,1,389.71999999999997,4,2,2,422,Others
17381,8,30,20272.43,4,4,4,444,Champion
17382,65,1,65.4,2,2,1,221,Potential Loyalist
17383,4,1,193.39000000000001,4,2,1,421,Others
17384,19,2,336.4,3,2,2,322,Potential Loyalist
17385,14,1,256.11,4,2,1,421,Others
17386,7,6,2686.42,4,4,4,444,Champion
17387,19,2,746.81,3,2,3,323,Potential Loyalist
17388,77,4,1259.56,2,3,3,233,Loyal Customer
17389,0,43,31300.079999999998,4,4,4,444,Champion
17391,163,2,508.8,1,2,2,122,Potential Loyalist
17392,306,2,417.27,1,2,2,122,Potential Loyalist
17394,219,1,203.86999999999998,1,2,1,121,Potential Loyalist
17396,39,8,7330.8,3,4,4,344,Loyal Customer
17397,22,2,681.41,3,2,3,323,Potential Loyalist
17398,114,3,653.38,2,3,3,233,Loyal Customer
17400,126,5,2097.84,2,3,4,234,Loyal Customer
17402,4,13,2633.85,4,4,4,444,Champion
17403,36,1,263.92,3,2,1,321,Potential Loyalist
17404,4,18,30300.82,4,4,4,444,Champion
17405,1,5,967.22,4,3,3,433,Loyal Customer
17406,330,5,1912.72,1,3,4,134,Loyal Customer
17408,163,1,32.65,1,2,1,121,Potential Loyalist
17409,184,2,771.85,1,2,3,123,At Risk
17410,16,5,1214.72,4,3,3,433,Loyal Customer
17411,12,4,748.94,4,3,3,433,Loyal Customer
17412,2,7,1258.06,4,4,3,443,Loyal Customer
17414,43,2,778.0,3,2,3,323,Potential Loyalist
17415,79,1,507.84,2,2,2,222,Potential Loyalist
17416,29,9,6838.34,3,4,4,344,Loyal Customer
17418,42,2,463.46000000000004,3,2,2,322,Potential Loyalist
17419,11,14,4200.97,4,4,4,444,Champion
17420,50,3,598.83,3,3,2,332,Potential Loyalist
17422,16,10,1853.1299999999999,4,4,4,444,Champion
17423,45,4,663.63,3,3,3,333,Loyal Customer
17425,19,2,759.17,3,2,3,323,Potential Loyalist
17426,4,7,5022.26,4,4,4,444,Champion
17427,71,1,100.8,2,2,1,221,Potential Loyalist
17428,0,33,17078.45,4,4,4,444,Champion
17429,120,4,512.12,2,3,2,232,Potential Loyalist
17430,32,2,265.76,3,2,1,321,Potential Loyalist
17431,313,1,403.3,1,2,2,122,Potential Loyalist
17432,18,2,365.76,3,2,2,322,Potential Loyalist
17433,88,1,303.15999999999997,2,2,2,222,Potential Loyalist
17434,2,9,2333.42,4,4,4,444,Champion
17436,1,2,216.29999999999998,4,2,1,421,Others
17438,247,2,378.3,1,2,2,122,Potential Loyalist
17440,147,5,177.1,1,3,1,131,Potential Loyalist
17442,29,10,2210.2599999999998,3,4,4,344,Loyal Customer
17443,219,1,534.24,1,2,2,122,Potential Loyalist
17444,147,3,2940.04,1,3,4,134,Loyal Customer
17446,176,2,120.9,1,2,1,121,Potential Loyalist
17447,40,2,541.53,3,2,2,322,Potential Loyalist
17448,144,1,-4287.63,1,2,1,121,Potential Loyalist
17449,2,8,2503.21,4,4,4,444,Champion
17450,8,55,187322.17,4,4,4,444,Champion
17451,1,10,1648.95,4,4,4,444,Champion
17453,17,2,486.71999999999997,3,2,2,322,Potential Loyalist
17454,192,4,517.53,1,3,2,132,Potential Loyalist
17455,203,1,131.7,1,2,1,121,Potential Loyalist
17456,365,1,249.86,1,2,1,121,Potential Loyalist
17457,126,5,1737.7,2,3,4,234,Loyal Customer
17458,15,1,316.5,4,2,2,422,Others
17459,43,2,657.3,3,2,3,323,Potential Loyalist
17460,78,8,452.63,2,4,2,242,Potential Loyalist
17461,22,3,735.82,3,3,3,333,Loyal Customer
17462,51,3,662.94,2,3,3,233,Loyal Customer
17463,16,6,1860.81,4,4,4,444,Champion
17464,158,1,289.96000000000004,1,2,1,121,Potential Loyalist
17466,10,2,763.28,4,2,3,423,Others
17468,10,2,137.0,4,2,1,421,Others
17469,16,6,1843.06,4,4,4,444,Champion
17470,44,5,1125.07,3,3,3,333,Loyal Customer
17472,191,3,697.54,1,3,3,133,Loyal Customer
17475,79,1,194.37,2,2,1,221,Potential Loyalist
17480,73,2,506.51,2,2,2,222,Potential Loyalist
17481,3,5,1249.34,4,3,3,433,Loyal Customer
17483,65,3,414.04,2,3,2,232,Potential Loyalist
17486,261,1,396.87,1,2,2,122,Potential Loyalist
17489,58,2,376.64,2,2,2,222,Potential Loyalist
17490,0,11,1926.8799999999999,4,4,4,444,Champion
17491,1,11,3541.92,4,4,4,444,Champion
17492,248,1,374.57,1,2,2,122,Potential Loyalist
17495,7,2,497.56,4,2,2,422,Others
17496,358,1,271.05,1,2,1,121,Potential Loyalist
17498,75,1,272.22,2,2,1,221,Potential Loyalist
17499,289,1,622.88,1,2,2,122,Potential Loyalist
17500,17,3,1138.0,3,3,3,333,Loyal Customer
17501,220,2,288.6,1,2,1,121,Potential Loyalist
17502,9,4,689.1,4,3,3,433,Loyal Customer
17503,2,2,558.96,4,2,2,422,Others
17504,206,10,2745.2799999999997,1,4,4,144,Loyal Customer
17505,161,2,1145.84,1,2,3,123,At Risk
17506,70,2,294.29,2,2,2,222,Potential Loyalist
17507,261,2,605.58,1,2,2,122,Potential Loyalist
17508,280,1,387.31,1,2,2,122,Potential Loyalist
17509,57,11,6069.24,2,4,4,244,Loyal Customer
17510,24,1,308.48,3,2,2,322,Potential Loyalist
17511,2,46,88125.38,4,4,4,444,Champion
17512,28,11,2920.04,3,4,4,344,Loyal Customer
17513,72,1,513.2,2,2,2,222,Potential Loyalist
17514,128,1,208.65,2,2,1,221,Potential Loyalist
17515,31,4,639.02,3,3,2,332,Potential Loyalist
17516,15,5,764.88,4,3,3,433,Loyal Customer
17517,308,1,153.94,1,2,1,121,Potential Loyalist
17519,17,7,1839.07,3,4,4,344,Loyal Customer
17520,53,1,546.81,2,2,2,222,Potential Loyalist
17521,24,4,721.9599999999999,3,3,3,333,Loyal Customer
17522,1,5,1070.71,4,3,3,433,Loyal Customer
17523,11,4,652.74,4,3,3,433,Loyal Customer
17524,361,1,145.0,1,2,1,121,Potential Loyalist
17525,359,1,422.70000000000005,1,2,2,122,Potential Loyalist
17526,1,8,706.7,4,4,3,443,Loyal Customer
17527,53,6,888.86,2,4,3,243,Loyal Customer
17528,1,11,3540.1,4,4,4,444,Champion
17530,1,10,2367.12,4,4,4,444,Champion
17531,120,2,293.45,2,2,2,222,Potential Loyalist
17534,53,1,223.36,2,2,1,221,Potential Loyalist
17535,280,1,164.4,1,2,1,121,Potential Loyalist
17536,177,1,76.5,1,2,1,121,Potential Loyalist
17537,29,2,887.67,3,2,3,323,Potential Loyalist
17538,25,1,98.42,3,2,1,321,Potential Loyalist
17540,8,3,570.4,4,3,2,432,Others
17542,269,1,170.75,1,2,1,121,Potential Loyalist
17545,43,3,642.32,3,3,2,332,Potential Loyalist
17547,372,1,-11.8,1,2,1,121,Potential Loyalist
17548,217,3,-141.48,1,3,1,131,Potential Loyalist
17549,23,2,148.86,3,2,1,321,Potential Loyalist
17550,197,3,267.16,1,3,1,131,Potential Loyalist
17551,359,1,290.34,1,2,1,121,Potential Loyalist
17552,42,6,909.96,3,4,3,343,Loyal Customer
17553,129,1,1487.6,2,2,3,223,Potential Loyalist
17554,1,5,1952.45,4,3,4,434,Loyal Customer
17555,19,2,480.31,3,2,2,322,Potential Loyalist
17556,205,1,157.9,1,2,1,121,Potential Loyalist
17557,14,3,541.46,4,3,2,432,Others
17560,94,5,854.95,2,3,3,233,Loyal Customer
17561,19,1,165.12,3,2,1,321,Potential Loyalist
17562,14,8,1107.38,4,4,3,443,Loyal Customer
17564,24,3,454.01,3,3,2,332,Potential Loyalist
17566,8,2,869.77,4,2,3,423,Others
17567,7,10,4012.56,4,4,4,444,Champion
17569,332,1,344.14,1,2,2,122,Potential Loyalist
17571,50,4,1425.67,3,3,3,333,Loyal Customer
17572,71,4,226.75000000000003,2,3,1,231,Potential Loyalist
17573,29,4,362.9,3,3,2,332,Potential Loyalist
17574,242,1,185.65,1,2,1,121,Potential Loyalist
17576,8,22,3399.93,4,4,4,444,Champion
17578,190,2,124.74,1,2,1,121,Potential Loyalist
17579,4,4,440.2,4,3,2,432,Others
17580,252,3,215.72,1,3,1,131,Potential Loyalist
17581,0,31,10716.31,4,4,4,444,Champion
17582,236,1,175.27,1,2,1,121,Potential Loyalist
17584,7,3,1227.3,4,3,3,433,Loyal Customer
17585,109,4,1116.68,2,3,3,233,Loyal Customer
17588,100,3,1240.2,2,3,3,233,Loyal Customer
17589,60,4,2404.17,2,3,4,234,Loyal Customer
17590,2,3,1468.02,4,3,3,433,Loyal Customer
17591,73,8,2192.7200000000003,2,4,4,244,Loyal Customer
17593,3,6,3908.08,4,4,4,444,Champion
17594,85,2,993.18,2,2,3,223,Potential Loyalist
17595,12,2,386.69,4,2,2,422,Others
